trial	state	mean_val_auc	lr	weight_decay	batch_size	grad_clip_max_norm	dropout	drop_path	mod_drop_p	head_dropout	d_model	d_ffn	depth
29	COMPLETE	0.8424299999999999	4.2603168801570654e-05	4.2959720810883895e-05	64	1.0291717462822987	0.14732392469374647	0.03689407494170143	0.08652658965162134	0.10210204101812254	384	768	4
30	COMPLETE	0.846556	8.03113159224462e-05	0.0001506418861818895	128	0.8755911646762935	0.18087471534286761	0.022551072255604335	0.047110264821672694	0.08054825220603962	512	768	5
31	COMPLETE	0.8517173333333333	0.00013109634116619093	0.00011796789068156457	128	1.1712740296942064	0.12612695504117472	0.01210118444015614	0.054359032230445456	0.2265267828811971	512	1048	4
32	COMPLETE	0.8542606666666668	9.092801922210699e-05	9.796217940844624e-05	128	1.198859107350659	0.20561602031965723	0.005230958351452855	0.28990991016453677	0.21653927825787225	512	1048	4
33	COMPLETE	0.8541116666666667	9.589697892123887e-05	9.508139825536444e-05	128	1.2146639324910284	0.19100426655253416	0.011562223164593568	0.2905030408308566	0.2157591461910952	512	1048	4
34	COMPLETE	0.853743	9.209145899831994e-05	6.153406983087758e-05	128	1.2323325609396103	0.2015368427299426	0.00755569686518124	0.28811138282127347	0.20194204625971957	512	1048	4
35	COMPLETE	0.844573	6.511811407100135e-05	6.586027231962864e-05	128	1.516990489451346	0.20926988360291815	0.007669850247437888	0.2906025168595637	0.2085082116439289	512	1048	3
36	COMPLETE	0.8379323333333333	1.7456906350698693e-05	8.000364706735266e-05	128	1.2432458614731088	0.2837767614452955	0.001997834960782559	0.2646663800720796	0.1382284489149282	512	1536	4
37	COMPLETE	0.8534853333333333	8.968238758206082e-05	0.00026732034856025535	128	1.4300932246458202	0.32766145306969474	0.007686960991977972	0.2731857249906597	0.17260426201575382	512	1048	4
38	COMPLETE	0.8474973333333332	9.076330629703892e-05	0.000276718964885794	128	1.417188197530393	0.33928000223612	0.008236068072004395	0.2695994733353088	0.17879147048758617	512	1048	3
39	COMPLETE	0.846877	3.65317319904632e-05	2.279434139173304e-05	128	1.4296624791227621	0.34518344542754553	0.024587050857193118	0.2733366170712835	0.16624679068479167	512	1048	4
40	COMPLETE	0.847481	5.3054508281595826e-05	5.6672909540332063e-05	64	1.5743400830634724	0.28869328987262044	0.035331047638135396	0.23900060584926097	0.14715358877200124	512	1048	3
41	COMPLETE	0.854049	9.577788893921387e-05	0.0001986109310744635	128	1.0907474711243144	0.25100852637360066	0.006170347369675866	0.2978060731980744	0.21592285101504594	512	1048	4
42	COMPLETE	0.8531956666666667	9.620810026547737e-05	0.00010291153561525757	128	1.0605030395360435	0.2644407368190831	0.006696857539145977	0.299725435019376	0.22293631959774987	512	1048	4
43	COMPLETE	0.8513726666666667	6.943298304185634e-05	0.00016045057536069225	128	1.239369716589516	0.19584385414736913	0.013109576386921788	0.2504444466287342	0.20538993209234102	512	1048	4
44	COMPLETE	0.8529373333333333	0.00021165898701468863	0.0002812594281858579	128	1.3575300534639965	0.15282756100288375	0.003934003551125328	0.2196866098639837	0.24855423195071952	512	1048	4
45	COMPLETE	0.8462526666666667	5.517749373504096e-05	8.966528628790472e-05	128	1.2188146772501773	0.22270047819720992	0.011296883069026086	0.28237499096086516	0.18507002354126273	384	1048	4
46	COMPLETE	0.8466453333333334	8.949619697846067e-05	5.419639178370975e-05	128	1.0271512185630516	0.249109305426414	0.021509956231739666	0.25522195972999784	0.0017762017588995593	512	1048	3
47	COMPLETE	0.8432530000000001	2.2849672919386433e-05	1.202510031009212e-06	128	1.078591806490435	0.30531327266701935	5.427609843664319e-05	0.2976684764932325	0.220620684081399	512	1048	4
48	COMPLETE	0.8494316666666667	0.00020484122941129244	0.0002169998785440731	128	1.3474750157987234	0.39625678734898523	0.04600838299977387	0.2816931768224715	0.20604485160080832	512	768	4
49	COMPLETE	0.851808	0.00010494678347658554	0.0004987511568874582	64	0.9847544256268006	0.19260586874949112	0.0160079959835557	0.22929604409943097	0.26495889345664914	512	1048	4
