trial	state	mean_val_auc	lr	weight_decay	batch_size	grad_clip_max_norm	dropout	drop_path	mod_drop_p	head_dropout	d_model	d_ffn	depth
0	COMPLETE	0.8466253333333333	8.558894657793098e-05	0.0001398196140899405	64	1.4688411695999841	0.175034884505077	0.08917730007820798	0.2890988281503088	0.1150324556477333	384	768	3
1	COMPLETE	0.8443373333333333	0.000259774275700225	0.00021600820741402046	128	1.1922190433793978	0.3122116705145822	0.011827442586893323	0.19197630639825713	0.04300598622271392	384	1048	5
2	COMPLETE	0.822282	1.0762751359127566e-05	7.126995609048586e-05	256	1.522730448655225	0.14380316022951442	0.04370319537993415	0.20928935877817945	0.01806764148878095	512	1536	5
3	COMPLETE	0.8449583333333334	5.56122946646858e-05	0.0009228295957427442	128	1.4796624881980978	0.10131664101591285	0.04663107728563063	0.07332767760048083	0.04769087509365592	512	1536	3
4	COMPLETE	0.8456706666666668	0.00026524259191408817	1.942205696972692e-06	256	1.4072682796175688	0.2957054317593207	0.003918779225432068	0.08484208877292287	0.03605896836395067	768	1536	5
5	PRUNED	0.7139480004234857	2.824156663833462e-05	3.7131642495346186e-05	256	0.9778534286769855	0.2669641519854727	0.013179786240439218	0.21489816123556965	0.08682182788416033	512	768	4
6	PRUNED	0.768942623270535	0.00017744860558534652	0.0007701328264939122	256	1.35837785868631	0.08923265305624734	0.09527490115169851	0.1341376135852882	0.25392260174133835	768	1048	6
7	COMPLETE	0.8529490000000001	0.00015017249579685538	0.00014988661076850772	128	1.1357825728372695	0.24255728565116974	0.0019193198309333526	0.0904724450023648	0.1980520612478055	512	1536	5
8	PRUNED	0.7666984280882411	9.457173802952313e-05	9.111763933595847e-05	256	1.0513428050718447	0.17434597010625075	0.08919233550156722	0.24185819671382572	0.2111665750621099	512	768	3
9	COMPLETE	0.8480930000000001	0.00011112639750008533	2.352122566231734e-06	64	1.1107749458389995	0.02766679818205522	0.06974287731445637	0.13606280480342064	0.21661667984110436	512	1536	3
10	PRUNED	0.7595869343541566	7.67760147271337e-05	1.4555058825551694e-06	256	0.8358870320905702	0.1381406722787611	0.09280812934655909	0.21132432057705983	0.009551678859392353	512	1048	5
11	PRUNED	0.799001744092097	0.00010051696222588721	0.00015501227443631753	128	0.7792895088205043	0.37774895599357344	0.07395507950492876	0.14713764258527012	0.06822438839199697	768	1048	3
12	PRUNED	0.7934100622412421	1.101357768029093e-05	1.5912883907384322e-06	64	1.845006939560513	0.3961355789586818	0.021689698439847395	0.19892346093003024	0.07899671302114519	512	1536	5
13	PRUNED	0.7781144302725352	0.0003038136538822281	6.616466294247085e-06	256	1.5312324145817229	0.08620307084542339	0.09473705904889243	0.21925674203104734	0.07618249277850775	512	1048	4
14	COMPLETE	0.8431706666666668	2.9626670290690425e-05	5.759079044844152e-05	64	0.6981021595177299	0.2867438724770375	0.039605970280729375	0.16962639355755268	0.054983950864223585	512	768	6
15	COMPLETE	0.85126	0.00012711213169675766	2.39812060956173e-06	64	1.149546355888704	0.015616938167469228	0.09544881638896974	0.14109158301079444	0.24382382093447766	512	1536	4
16	FAIL		0.00011688668762444728	7.909814880765486e-05	128	1.0436689496185432	0.18306236286707717	0.008451889332613031	0.06367216330016166	0.20807996733802134	512	1048	5
17	COMPLETE	0.8496996666666666	0.00013709006696986374	4.791885481259694e-05	128	1.6817079342835644	0.283668091334964	0.020730823118092587	0.10981089729886484	0.19651048458472647	512	1048	5
18	PRUNED	0.8386248140285185	0.0003696415011624608	4.949358680047422e-05	128	1.1091600074781829	0.16728609242732756	0.024889014458814404	0.02728905897949245	0.23445762518462393	512	1536	4
19	PRUNED	0.8109178493617069	9.508157683006598e-05	2.0188829114336974e-05	128	1.1027173763791476	0.12372504238190749	0.005109661636379229	0.1624014576926961	0.1544735056519478	512	1536	6
20	COMPLETE	0.850008	0.00020940250731459498	1.4231717612964653e-06	128	0.5805868201821489	0.03337813953133276	0.08195509594172773	0.14626241962557446	0.2756111567477979	512	1536	6
21	COMPLETE	0.8487463333333333	0.0001811040982927124	0.0001092259252550907	128	0.9052019076837308	0.3183810768587053	0.010837540833386285	0.049127903095893787	0.15097730146814203	768	1536	6
22	PRUNED	0.8122509932409466	0.0003588988429851537	1.6244207224273104e-06	128	0.6937306772505126	0.0049006862140626335	0.07792245527522361	0.041049293335093426	0.24483042103826044	512	1536	5
23	PRUNED	0.8009046432969469	0.0001037389479153785	1.1264520164280976e-06	128	1.2956201267576106	0.09255693681991313	0.0853140633189198	0.21720517439459092	0.2900629632370538	512	1536	5
24	PRUNED	0.805518407694065	6.51211823473363e-05	7.381352510526901e-06	128	0.67845903685455	0.002764691091608658	0.06873622256201668	0.13858350844081163	0.2906355312984907	512	1536	6
25	COMPLETE	0.8445956666666666	0.00024238146540590634	2.4622570652506024e-06	64	0.6967777876761776	0.056033897741152486	0.06795227486812232	0.27114727351539514	0.21828728468763675	512	1536	6
26	PRUNED	0.7578400561675666	6.529338198155535e-05	0.0003770191432917179	256	1.169264873864798	0.22695258071282323	0.0041661466857797445	0.03546462433091422	0.13103043959975202	512	1536	5
27	COMPLETE	0.8480546666666666	0.00017745927699170218	2.4963614435880493e-05	64	1.157828862964201	0.14774502345796425	0.08889002155932052	0.18288034530763814	0.19517856426723648	384	1536	5
28	PRUNED	0.8058499523578676	0.00014071263153092204	0.0002994347047176231	128	0.7773533013426885	0.3288733572036906	0.020929641161785195	0.10165696883360051	0.22700656853726955	512	768	5
29	PRUNED	0.803172520240941	0.00024338821663014298	1.8854604663698448e-06	128	0.7092513054448328	0.09542806061616796	0.08018368153021492	0.19193478216105736	0.2656545331236731	384	1048	5
30	PRUNED	0.8450627705989535	5.995162411295649e-05	1.7331394229822396e-06	64	1.1095572808448748	0.00745964108120402	0.0929380336992836	0.03424022968530192	0.1553594160535839	512	768	5
31	COMPLETE	0.848785	3.6633027522665224e-05	5.4827094548374045e-06	64	1.3683150810888598	0.013291486829137191	0.09129588521428975	0.20840926364058554	0.26884844843752626	768	1048	4
32	PRUNED	0.8089118648412207	0.00011339406598218591	0.00027411440994275254	128	1.8606836738043255	0.300429738016935	0.031274677710578264	0.08198415286557822	0.15710101813759098	512	1048	4
33	PRUNED	0.8467455687244725	0.0002463960840638826	1.3401422116122922e-06	64	0.5028941474042995	0.0642285978796124	0.07054687325728679	0.10625577629460525	0.2576858091661582	768	1536	6
34	COMPLETE	0.8463656666666667	5.573057624421128e-05	3.1167063149972944e-05	64	1.7501548784739434	0.3447746047563609	0.023106135794109337	0.05354356713450124	0.1595045205968409	512	1048	6
35	PRUNED	0.8121339774772516	0.0001678452326182957	3.4323254382445253e-05	128	1.3306759456240407	0.33605960840755156	0.03642439185512144	0.1405399127953647	0.227423381320923	768	1048	5
36	PRUNED	0.8135089127006682	0.00011145823251782889	0.00012186805442711674	128	1.3035261310886515	0.2695368216034416	0.026816885142000854	0.1006633772544175	0.19404897664641618	512	1048	6
37	PRUNED	0.7752698327789016	0.00031253313151995745	6.395823573136985e-05	256	1.7056759068073348	0.28447585073780046	0.0029400941135653454	0.036883910235208525	0.20173619978364205	512	768	4
