trial	state	mean_val_auc	lr	weight_decay	batch_size	grad_clip_max_norm	dropout	drop_path	mod_drop_p	head_dropout	d_model	d_ffn	depth
36	PRUNED	0.7862929963279339	0.00035627908259771326	0.0002782365476597394	256	1.0736809329459758	0.22569312960628057	0.025622455072593534	0.10199748709033638	0.20314228825741068	512	1536	4
37	PRUNED	0.8083643982325048	8.978942943261633e-05	7.679406756893205e-05	128	1.0831520800780745	0.23044924434386402	0.04049736110078469	0.19739714173999373	0.2741705503000974	768	1048	5
38	PRUNED	0.7791619999665669	0.00011272035365757243	0.00024678564226874016	256	1.41678991241744	0.18548693352744738	0.030313393010687816	0.22158308113565242	0.2993220585816657	768	1536	4
39	COMPLETE	0.8529095999999999	9.846146012877654e-05	0.0001348407766050429	128	0.7172512734200752	0.26817338220974973	0.015413822299832017	0.20775114271094483	0.22636095330114886	768	1536	6
40	PRUNED	0.8173397859168741	9.916492109849128e-05	6.746451191832222e-05	128	0.7307054541295162	0.27659632700113873	0.010073205683270744	0.21126842226049772	0.21222758185742185	768	1536	6
41	PRUNED	0.80357650323465	0.00011544113598410811	0.0006938406595831205	128	1.7133932740685522	0.18239290042010103	0.012757913464110694	0.19390023949658508	0.2587931321921397	512	1536	5
42	PRUNED	0.7995464246112012	0.00010582745133925963	0.00041512608900873185	128	1.6123081004941455	0.290434377726889	0.0014301198628596163	0.24034599372183751	0.16045015816342745	384	1536	4
43	PRUNED	0.8489368282041423	0.00013725856955616	1.7033756722724017e-06	64	0.9083033742171643	0.047475964677744495	0.06606247408622055	0.17336544392286735	0.2912242499372302	512	1048	3
44	PRUNED	0.8168842602653472	0.00024723949110249847	0.00013308238946514823	128	0.8340613249104483	0.28062907174817087	0.0004830486409137947	0.04201097427030275	0.16474395988009644	512	1536	4
45	PRUNED	0.7598711154945589	8.866723287199374e-05	1.8690747129488234e-06	256	0.9013646810254965	0.09480918656548766	0.06958352738784826	0.17931032232359245	0.1661579171852489	512	1536	3
46	COMPLETE	0.8506073999999998	9.040861208599982e-05	0.0001399623684306021	64	0.5822366113027683	0.1961524385859254	0.013895680417419034	0.25749741385527236	0.2527212901179874	768	1536	4
47	PRUNED	0.8153296222619705	0.00012614441099612533	5.84814850931882e-05	128	1.4220273011738995	0.18322108284515976	0.00401016181963364	0.11794886734836191	0.20249810528555576	512	1536	6
48	PRUNED	0.8138460295436943	0.00022710590704823696	1.593404750356673e-05	128	1.2992421608628841	0.172738996061387	0.08491449964312664	0.11854696867234896	0.1632852480005713	512	1536	3
49	COMPLETE	0.8502467999999999	0.0001436884239128201	0.00015120774623194995	64	1.6584591575321	0.12915901626983484	0.004031205991559199	0.1477665962844772	0.2933619794903785	768	1536	5
