trial	state	mean_val_auc	lr	weight_decay	dropout	drop_path	mod_drop_p	head_dropout
0	COMPLETE	0.8530055714285715	9.13735697146428e-05	4.2604240005950226e-06	0.06027633760716439	0.027244159149844845	0.10591369983472618	0.16147352826666403
1	COMPLETE	0.8527082857142858	8.086343087143203e-05	7.230917851781507e-06	0.09636627605010294	0.019172075941288887	0.19793125952066615	0.13222372993822612
2	COMPLETE	0.8514495714285715	9.332460019248522e-05	8.00200824711684e-06	0.007103605819788694	0.0043564649850770356	0.00505459936008143	0.2081549613869845
3	COMPLETE	0.8528208571428572	0.0001175560891942954	6.774572670605335e-06	0.0978618342232764	0.039957928210836186	0.11536984056323296	0.19513229407161387
4	COMPLETE	0.8511534285714285	5.693787397257815e-05	3.400372129740378e-06	0.014335328740904641	0.0472334458524792	0.13046208043751792	0.1036654849976309
5	PRUNED	0.8008628519527703	6.686442433478946e-05	5.084769352938288e-06	0.04561503322165486	0.028421697443432425	0.0046974501090887855	0.15440887426896927
6	PRUNED	0.8503646991301828	9.795212983440259e-05	3.174092943781572e-06	0.09437480785146242	0.03409101495517417	0.0898769751434465	0.10925798844983536
7	COMPLETE	0.8534285714285714	0.00010760307336936319	5.988597841382304e-07	0.06667667154456677	0.03353189348090797	0.052595640268460225	0.032231574413713326
8	PRUNED	0.7975167583290149	7.070784071443898e-05	1.4865127107234922e-06	0.05701967704178797	0.021930075673116018	0.24709345951480655	0.025511202687007017
9	PRUNED	0.7977410385427637	6.289694393839909e-05	8.106595918180279e-07	0.06531083254653984	0.012664580126989107	0.11657769321407657	0.061106398000400686
10	PRUNED	0.7973238216233987	5.954122581963407e-05	6.959393188729556e-07	0.06563295894652735	0.00690914756743069	0.049145590420013374	0.09218129266524103
11	COMPLETE	0.8531820000000001	0.0001232206014464186	6.688083348704398e-07	0.0837944907498804	0.004804920394698153	0.24411486625334894	0.1171628004119254
12	COMPLETE	0.8524844285714286	0.0001462188891916011	3.061203267836412e-06	0.07392635793983017	0.001959389612716034	0.0707017406441024	0.030049140303292227
13	PRUNED	0.8007388709650458	6.922529050592149e-05	7.135728670126613e-07	0.0317983179393976	0.0207131497257335	0.01603687408719609	0.17311802984250496
14	PRUNED	0.8020107208728262	9.317675920080193e-05	1.1072602074396088e-06	0.05232480534666997	0.004697025537922084	0.14398662388904482	0.23232404939405352
15	PRUNED	0.8050489515944791	0.0001352329965116146	5.684880348278237e-07	0.07894004887550486	0.003027144443589188	0.24629394435325408	0.1563738023782802
16	PRUNED	0.8455155101608687	0.00010917779042686728	6.589954139175589e-07	0.08400120187635969	0.0318440014955308	0.021504619135694493	0.015594476254944825
17	PRUNED	0.8037325242529101	0.00011452632268434323	6.064818260520819e-07	0.09044246709278217	0.011487864042359778	0.22710916819521798	0.011393141326831613
18	PRUNED	0.8030708279701109	0.00010484335327760286	2.221819711534197e-06	0.06872577944626344	0.0013137019306952748	0.1891831340444789	0.11213098295889722
19	PRUNED	0.8015496230420756	9.65492786828981e-05	9.734340704114566e-07	0.09439794923043583	0.020664141193636264	0.2443128857534321	0.15286453528484784
20	COMPLETE	0.8542578571428571	0.00011926809154263922	9.088709135912619e-07	0.08257204686817204	0.030186993939336697	0.1557554871831736	0.06312733565387373
21	PRUNED	0.8477346305366564	0.00011126178161198215	9.329659843596433e-07	0.047855713282193256	0.03303960595306574	0.13243616613324735	0.05315409645364476
22	PRUNED	0.8277862289162669	0.00013554163991017035	7.523735705199039e-07	0.09033267683030487	0.047652943430149045	0.20908863544276537	0.1269854079521745
23	COMPLETE	0.853990857142857	0.0001348323559394857	5.429100284563242e-07	0.06290237225551283	0.0223163810273287	0.13132257464455274	0.1011077189721574
24	PRUNED	0.8518587396845032	0.0001456715404467283	8.183432675132315e-07	0.05504079550385213	0.021973911859200668	0.0869085718635913	0.08662530767222709
25	PRUNED	0.8513259000462491	0.00013145118205275125	5.847160223755129e-07	0.07563944186356164	0.030656944167899117	0.1445187323080982	0.15166101655006184
26	PRUNED	0.8040668550063245	9.565654252148807e-05	1.276051941406617e-06	0.09017977463031014	0.021430095115883674	0.1290364314589991	0.07834312385183655
27	PRUNED	0.8409971693329545	0.00012629049039778202	1.3034876404276779e-06	0.0759951727508941	0.04616987966587752	0.06616277987162537	0.12077681734223844
28	PRUNED	0.8047215860650941	0.00012511298327831863	6.821483511763591e-07	0.033525663302884645	0.01635737470518927	0.227203240433023	0.09082053755810132
29	COMPLETE	0.8528818571428571	0.00014754630133561873	1.2556319281852727e-06	0.0674124267804428	0.021220378915862786	0.19388451690409403	0.02745798709928178
