iter	timestamp	commit	combo	split_mode	n_seeds	mean_val_auc	std_val_auc	mean_val_mcc	std_val_mcc	mean_val_loss	wall_time_min	keep	note
49	2026-05-18T07:00:05	198cbe967c	maccs+avalon+scage2+mole	scaffold	10	0.850541	0.002835	0.538471	0.01285	0.550775	13.33	False	cross-modal FiLM safe-init retry on AdamW stack
50	2026-05-18T07:11:04	b5ad508da6	maccs+avalon+scage2+mole	scaffold	10	0.848428	0.002481	0.534857	0.009662	0.541286	9.91	False	per-modality LayerNorm after projection retry on AdamW stack
51	2026-05-18T07:21:15	ea64803435	maccs+avalon+scage2+mole	scaffold	10	0.851771	0.003601	0.538959	0.00726	0.55244	9.45	False	remove proj_scale (iter20)
52	2026-05-18T07:31:05	23f7ed5a13	maccs+avalon+scage2+mole	scaffold	10	0.847782	0.00253	0.529111	0.009046	0.509103	8.81	False	SGU spatial_proj identity-init (eye weight, zero bias)
53	2026-05-18T07:42:00	007e7ede57	maccs+avalon+scage2+mole	scaffold	10	0.852038	0.003452	0.539887	0.005314	0.553785	9.68	True	shadow patience 10 -> 15 inside train_model
54	2026-05-18T07:53:21	162480133c	maccs+avalon+scage2+mole	scaffold	10	0.849998	0.00332	0.536448	0.010843	0.538617	9.36	False	cosine annealing alone (T_max=50, eta_min=lr*0.01)
55	2026-05-18T08:04:09	bbc2d6a68a	maccs+avalon+scage2+mole	scaffold	10	0.84842	0.003403	0.528034	0.012198	0.532976	9.65	False	BatchNorm1d on raw flat input
56	2026-05-18T08:14:46	376d0ba428	maccs+avalon+scage2+mole	scaffold	10	0.851546	0.003176	0.536899	0.007378	0.552947	9.92	False	head dropout 0.20 -> 0.10 (sweep down)
57	2026-05-18T08:25:17	35ebdc8aa4	maccs+avalon+scage2+mole	scaffold	10	0.851672	0.003416	0.538896	0.006662	0.575326	9.91	False	Gaussian token noise std=0.01 train-only
58	2026-05-18T08:35:57	0a28b7a6f8	maccs+avalon+scage2+mole	scaffold	10	0.851985	0.003191	0.53876	0.005786	0.556084	9.8	False	AdamW split wd (0.01 on weights, 0 on biases/norms)
59	2026-05-18T08:46:46	6e003034f9	maccs+avalon+scage2+mole	scaffold	10	0.850614	0.00271	0.528084	0.011389	0.57417	9.88	False	hybrid gated pool (static alpha + per-sample content score)
60	2026-05-18T08:57:25	dc6eb5246b	maccs+avalon+scage2+mole	scaffold	10	0.850311	0.002772	0.535359	0.007645	0.563437	9.83	False	per-element block dropout (p=0.10) inside gMLPBlock
61	2026-05-18T09:07:42	8f2980cf09	maccs+avalon+scage2+mole	scaffold	10	0.850836	0.00338	0.533548	0.010243	0.560043	9.6	False	gMLPBlock activation GELU -> SiLU (Swish)
62	2026-05-18T09:17:39	b492a05d85	maccs+avalon+scage2+mole	scaffold	10	0.850847	0.00278	0.539016	0.006116	0.428114	9.13	False	label smoothing 0.05 train-only retry on AdamW stack
63	2026-05-18T09:27:42	281e16e77e	maccs+avalon+scage2+mole	scaffold	10	0.851101	0.002407	0.534316	0.008209	0.564918	9.35	False	AdamW beta1 0.9 -> 0.95
64	2026-05-18T09:38:10	fbc1c334f6	maccs+avalon+scage2+mole	scaffold	10	0.851277	0.003193	0.539417	0.008144	0.548765	9.52	False	DROP_V_PATH 0.10 -> 0.08 (finer sweep)
65	2026-05-18T09:48:41	1b522e8f98	maccs+avalon+scage2+mole	scaffold	10	0.851769	0.003141	0.537429	0.00862	0.55238	9.96	False	DROP_V_PATH 0.10 -> 0.12 (finer sweep up)
66	2026-05-18T09:59:05	0f5d8b5791	maccs+avalon+scage2+mole	scaffold	10	0.851439	0.002441	0.541482	0.007472	0.559875	9.81	False	mod_drop_p 0.15 -> 0.13 (finer sweep down)
67	2026-05-18T10:09:25	2711e128f5	maccs+avalon+scage2+mole	scaffold	10	0.849882	0.002634	0.540464	0.010743	0.54787	9.42	False	continuous modality scale noise Uniform(0.7, 1.3) instead of mod_drop
68	2026-05-18T10:18:53	07f497e3d9	maccs+avalon+scage2+mole	scaffold	10	0.836615	0.005738	0.505589	0.013101	0.553785	8.58	False	best_state = online_state at EMA-best epoch (EMA selector only)
69	2026-05-18T15:03:50	fc4c3958d2	maccs+avalon+scage2+mole	scaffold	10	0.85177	0.003288	0.540117	0.012416	0.552533	9.83	False	per-modality type embedding (d_model-dim, init=0)
70	2026-05-18T15:16:40	fe4fd177ff	maccs+avalon+scage2+mole	scaffold	10	0.852005	0.003455	0.539232	0.005505	0.553785	9.72	False	top-3 EMA snapshot averaging at end of training
71	2026-05-18T15:26:01	554695c3eb	maccs+avalon+scage2+mole	scaffold	10	0.852004	0.003448	0.541446	0.005583	0.553785	8.44	False	top-2 EMA snapshot averaging (sweep K=3->2)
72	2026-05-18T15:37:17	606db70238	maccs+avalon+scage2+mole	scaffold	10	0.851904	0.003438	0.54163	0.009643	0.550572	9.37	False	asymmetric mod_drop (fp 0.10 / embed 0.20)
73	2026-05-18T15:47:19	1ca13540aa	maccs+avalon+scage2+mole	scaffold	10	0.850939	0.003736	0.530519	0.015129	0.546609	8.76	False	NAdam optimizer + manual decoupled wd=0.01
74	2026-05-18T15:57:52	ff03dafbe3	maccs+avalon+scage2+mole	scaffold	10	0.84506	0.001943	0.533832	0.004766	0.518015	9.03	False	per-block per-channel LayerScale init=0.1
75	2026-05-18T16:08:02	99a88e0eb0	maccs+avalon+scage2+mole	scaffold	10	0.850161	0.002795	0.539157	0.011335	0.523724	8.97	False	per-sample block-level DropPath p=0.05 on AdamW stack
76	2026-05-18T16:19:01	3b2078d04e	maccs+avalon+scage2+mole	scaffold	10	0.851812	0.003362	0.535814	0.007501	0.560853	10.11	False	AdamW eps 1e-8 -> 1e-6
77	2026-05-18T16:30:08	cd669fcee0	maccs+avalon+scage2+mole	scaffold	10	0.850284	0.002285	0.53545	0.009827	0.566347	9.89	False	head bias init = log(n_pos/n_neg) from train data
78	2026-05-18T16:41:42	3536be7d35	maccs+avalon+scage2+mole	scaffold	10	0.849937	0.003868	0.534262	0.009599	0.552933	10.31	False	EMA warmup 1 -> 0 (continue downward sweep)
79	2026-05-18T16:52:17	ea9aa67f53	maccs+avalon+scage2+mole	scaffold	10	0.851566	0.00391	0.537303	0.005823	0.545936	9.71	False	AdamW betas=(0.9, 0.99) [beta2 0.999 -> 0.99]
80	2026-05-18T17:06:10	9699512da0	maccs+avalon+scage2+mole	scaffold	10	0.852566	0.003048	0.539678	0.006314	0.4462	12.35	True	R-Drop consistency reg (symmetric Bernoulli-KL on 2 forwards, alpha=1.0)
81	2026-05-18T17:27:57	a2f6f1516d	maccs+avalon+scage2+mole	scaffold	10	0.852515	0.002092	0.540384	0.007985	0.470944	10.37	False	R-Drop alpha 1.0 -> 0.5 (sweep down)
82	2026-05-18T17:38:56	fdf0a06574	maccs+avalon+scage2+mole	scaffold	10	0.851629	0.00309	0.537857	0.009141	0.438249	10.46	False	R-Drop alpha 1.0 -> 2.0 (sweep up)
83	2026-05-18T17:50:22	87bf41d571	maccs+avalon+scage2+mole	scaffold	10	0.852889	0.003128	0.54115	0.008841	0.454924	10.75	True	R-Drop + mod_drop 0.15 -> 0.10
84	2026-05-18T18:12:08	6e35852072	maccs+avalon+scage2+mole	scaffold	10	0.852743	0.003323	0.543669	0.007851	0.491761	10.6	False	R-Drop + mod_drop 0.10 -> 0.05 (continue sweep)
85	2026-05-18T18:23:35	1862f9b0bf	maccs+avalon+scage2+mole	scaffold	10	0.852674	0.002775	0.540103	0.008094	0.45902	10.81	False	DROP_V_PATH 0.10 -> 0.05 on R-Drop stack
86	2026-05-18T18:35:05	9ad593fb6f	maccs+avalon+scage2+mole	scaffold	10	0.853414	0.003059	0.537508	0.008333	0.46403	10.78	True	head dropout 0.20 -> 0.10 on R-Drop stack
87	2026-05-18T18:56:39	22fdda5f50	maccs+avalon+scage2+mole	scaffold	10	0.852828	0.00332	0.540696	0.008069	0.460077	10.04	False	head dropout 0.10 -> 0.05 (continue sweep down)
88	2026-05-18T19:08:56	ff5425e976	maccs+avalon+scage2+mole	scaffold	10	0.853428	0.002896	0.538219	0.009214	0.468292	10.65	True	AdamW wd 0.01 -> 0.005 on R-Drop stack
89	2026-05-18T19:30:45	a13368a414	maccs+avalon+scage2+mole	scaffold	10	0.853267	0.002884	0.535768	0.007588	0.471058	10.57	False	AdamW wd 0.005 -> 0.003 (continue sweep down)
90	2026-05-18T19:42:14	c4698d1e06	maccs+avalon+scage2+mole	scaffold	10	0.852237	0.00264	0.538517	0.007997	0.433165	10.83	False	EMA decay 0.9995 -> 0.9997 on R-Drop stack
91	2026-05-18T19:50:49	2ec6bbde39	maccs+avalon+scage2+mole	scaffold	10	0.853232	0.00296	0.539843	0.006984	0.469915	8.03	False	EMA decay 0.9995 -> 0.999 on R-Drop stack
92	2026-05-18T20:01:47	e5c424309e	maccs+avalon+scage2+mole	scaffold	10	0.852742	0.003429	0.537215	0.006603	0.456982	10.33	False	mod_drop 0.10 -> 0.12 (fine sweep up)
93	2026-05-18T20:10:07	663cbb1eb2	maccs+avalon+scage2+mole	scaffold	10	0.853586	0.00267	0.539245	0.007487	0.470392	7.61	True	DROP_V_PATH 0.10 -> 0.08 (fine sweep)
94	2026-05-18T20:25:58	8cbdc85c6b	maccs+avalon+scage2+mole	scaffold	10	0.853025	0.002581	0.538631	0.006567	0.45805	7.44	False	DROP_V_PATH 0.08 -> 0.06 (continue sweep)
95	2026-05-18T20:34:12	5ae1a95871	maccs+avalon+scage2+mole	scaffold	10	0.853205	0.002529	0.541461	0.007245	0.482168	7.56	False	R-Drop alpha 1.0 -> 0.7 (fine sweep)
96	2026-05-18T20:42:24	c936358d4a	maccs+avalon+scage2+mole	scaffold	10	0.853365	0.002796	0.539392	0.007569	0.464643	7.55	False	AdamW wd 0.005 -> 0.007 (fine sweep up)
97	2026-05-18T20:50:43	01bdd43182	maccs+avalon+scage2+mole	scaffold	10	0.85324	0.003139	0.536329	0.005192	0.466962	7.64	False	head dropout 0.10 -> 0.15 (fine sweep up)
98	2026-05-18T20:59:17	18c3e6bdc0	maccs+avalon+scage2+mole	scaffold	10	0.853514	0.002664	0.539925	0.007333	0.470392	7.59	False	top-3 EMA snapshot averaging on R-Drop stack
99	2026-05-18T21:07:36	19469b6b24	maccs+avalon+scage2+mole	scaffold	10	0.853007	0.003041	0.540055	0.008065	0.464952	7.51	False	DROP_V_PATH 0.08 -> 0.07 (fine sweep)
100	2026-05-18T21:16:06	7bcdf114a1	maccs+avalon+scage2+mole	scaffold	10	0.853119	0.002813	0.53755	0.006741	0.457927	7.51	False	DROP_V_PATH 0.08 -> 0.09 (fine sweep up)
101	2026-05-19T20:05:46	0a8503895d	maccs+avalon+scage2+mole	scaffold	10	0.851195	0.002283	0.541373	0.006715	0.473204	13.28	False	LayerNorm after per-modality projection on R-Drop stack
102	2026-05-19T20:21:15	c406b49928	maccs+avalon+scage2+mole	scaffold	10	0.850075	0.002324	0.539513	0.008383	0.500724	14.55	False	cross-modal FiLM (safe-init) on R-Drop stack
103	2026-05-19T20:34:49	1c33c9e537	maccs+avalon+scage2+mole	scaffold	10	0.853206	0.00273	0.537469	0.00735	0.457174	13.01	False	hybrid attention pool (alpha + content scores, safe-init)
104	2026-05-19T20:47:34	983bce8d3a	maccs+avalon+scage2+mole	scaffold	10	0.853145	0.002562	0.538988	0.00828	0.460084	12.19	False	learnable residual scale on SGU spatial path (init exp(0)=1)
105	2026-05-19T21:01:48	a95a099879	maccs+avalon+scage2+mole	scaffold	10	0.847431	0.00211	0.524372	0.00936	0.392432	13.02	False	R-Drop MSE on logits instead of Bernoulli-KL on probs
106	2026-05-19T21:15:25	7af250ebf7	maccs+avalon+scage2+mole	scaffold	10	0.853597	0.002615	0.537094	0.008213	0.47118	12.86	True	R-Drop alpha linear warmup 0->1.0 over 5 epochs
107	2026-05-19T21:40:35	1ee73b4dcf	maccs+avalon+scage2+mole	scaffold	10	0.85359	0.002789	0.540605	0.007534	0.470386	11.49	False	R-Drop warmup 5 -> 3 epochs (sweep down)
108	2026-05-19T21:52:59	28df8506f5	maccs+avalon+scage2+mole	scaffold	10	0.852985	0.002251	0.540024	0.008813	0.47256	11.89	False	R-Drop warmup 5 -> 7 epochs (sweep up)
109	2026-05-19T22:05:22	73c28590b1	maccs+avalon+scage2+mole	scaffold	10	0.851754	0.002809	0.541127	0.006085	0.452299	11.77	False	per-sample stochastic depth on gMLPBlock p=0.05 on warmed R-Drop stack
110	2026-05-19T22:19:08	9248db5979	maccs+avalon+scage2+mole	scaffold	10	0.852735	0.002771	0.537662	0.008628	0.409513	13.17	False	BCE label smoothing 0.05 on warmed R-Drop stack
111	2026-05-19T22:32:59	f85085fd75	maccs+avalon+scage2+mole	scaffold	10	0.852897	0.003114	0.538451	0.008137	0.495578	12.93	False	gradient clipping max_norm=1.0 on warmed R-Drop stack
112	2026-05-19T22:46:06	d682f0e908	maccs+avalon+scage2+mole	scaffold	10	0.850664	0.002877	0.541094	0.008802	0.516249	12.38	False	ablate mod_drop_p 0.10 -> 0.0 on warmed R-Drop stack
113	2026-05-19T23:00:09	8256b950aa	maccs+avalon+scage2+mole	scaffold	10	0.853396	0.002506	0.539031	0.010598	0.474781	13.18	False	cosine anneal R-Drop alpha 1.0->0.5 post-warmup
114	2026-05-19T23:12:00	17c5dfd2eb	maccs+avalon+scage2+mole	scaffold	10	0.853668	0.002707	0.536039	0.005245	0.476521	10.88	True	sigmoid skip-gate mix gated+mean pool on warmed R-Drop stack
115	2026-05-19T23:44:03	6a31f9a29d	maccs+avalon+scage2+mole	scaffold	10	0.85355	0.002782	0.539383	0.005791	0.48047	14.46	False	ablate to mean pool only (no alpha/skip_gate weighting)
116	2026-05-19T23:52:27	9067f1a50a	maccs+avalon+scage2+mole	scaffold	10	0.85369	0.002709	0.537023	0.005185	0.473774	7.73	True	per-feature skip gate (d_model gates) instead of scalar
117	2026-05-20T00:09:28	013ac225b5	maccs+avalon+scage2+mole	scaffold	10	0.852448	0.002855	0.534626	0.009158	0.480174	8.07	False	3-way per-feature softmax mix [gated, mean, max] pools
