combo	model	timestamp	n_seeds	val_mean_roc_auc	val_std_roc_auc	val_mean_mcc	val_std_mcc	hold_internal_ens_roc_auc	hold_external_ens_roc_auc	hold_nn03_ens_roc_auc	hold_nn05_ens_roc_auc	hold_total_ens_roc_auc	hold_internal_ens_mcc	hold_external_ens_mcc	hold_nn03_ens_mcc	hold_nn05_ens_mcc	hold_total_ens_mcc	hold_internal_ens_f1	hold_external_ens_f1	hold_nn03_ens_f1	hold_nn05_ens_f1	hold_total_ens_f1	hold_internal_ens_acc	hold_external_ens_acc	hold_nn03_ens_acc	hold_nn05_ens_acc	hold_total_ens_acc	wall_time_min
maccs+scage1+scage2+mole	mlp2	2026-05-17T19:36:56	10	0.813181	0.007771	0.452497	0.015758	0.899453	0.848261	0.837662	0.829399	0.861397	0.694489	0.530565	0.528265	0.483625	0.561536	0.932384	0.881197	0.881356	0.900563	0.891852	0.893855	0.820874	0.820513	0.838906	0.835586	0.65
maccs+scage1+scage2+mole	mlp3	2026-05-17T19:37:28	10	0.812882	0.007693	0.446625	0.012583	0.902702	0.848094	0.834416	0.828461	0.862194	0.710615	0.540502	0.597723	0.539879	0.572618	0.93617	0.884544	0.9	0.91215	0.89528	0.899441	0.825106	0.846154	0.857143	0.84009	0.53
maccs+scage1+scage2+mole	mlp4	2026-05-17T19:38:20	10	0.814888	0.009023	0.447743	0.019396	0.903044	0.85055	0.834416	0.827027	0.86393	0.727826	0.515757	0.528265	0.499474	0.556088	0.939502	0.879406	0.881356	0.904673	0.891832	0.905028	0.816643	0.820513	0.844985	0.834459	0.87
maccs+scage1+scage2+mole	xgboost	2026-05-17T19:40:14	10	0.812388	0.006873	0.467356	0.009012	0.887483	0.86777	0.86039	0.863596	0.873819	0.710255	0.602198	0.746203	0.581239	0.62257	0.93662	0.9	0.933333	0.922794	0.907625	0.899441	0.847673	0.897436	0.87234	0.858108	1.91
maccs+scage1+scage2+mole	lightgbm	2026-05-17T19:41:07	10	0.816373	0.004005	0.480511	0.012926	0.894494	0.861562	0.86039	0.849917	0.870597	0.710255	0.610041	0.597723	0.580056	0.628956	0.93662	0.902033	0.9	0.923077	0.909224	0.899441	0.850494	0.846154	0.87234	0.86036	0.87
maccs+scage1+scage2+mole	tabpfn	2026-05-24T22:26:42	10	0.832987	0.002198	0.502714	0.007651				0.846718	0.872205				0.620689	0.642504				0.927103	0.911243				0.881459	0.864865	48.37
